idx,title,desc,org_link,pDate
819,"경북도, 어르신 하지근력 강화운동 동영상·포스터 배포",건강마을의 우수사례를 소개하는 동영상도 추가 제작할 계획이다. <b>김진현</b> 복지건강국장은 &quot;코로나19로 힘든 상황이지만 도민들이 건강 증진을 위한 슬기로운 대처를 할 수 있도록 적극 돕겠다&quot;고 말했다. ☞공감언론 뉴시스,,2020-12-02 15:23:00
820,"[부음] 전병기 통영시약사회 회장 부친상, <b>김진현</b> 경남신문 상무 장인상","전병기 통영시약사회 회장(통영북신무궁화약국) 부친상·최찬진(한국중기계 전무)·양종규(부산과학기술대학교 교수)·<b>김진현</b>(경남신문 상무) 장인상= 빈소 통영 숭례관 모란실(통영시 서호동 적십자 병원 뒤), 발인... ",,2020-12-02 13:44:00
821,[코로나19] 경주·구미·김천·문경 잇따라 확진···전국 511명 감염,경북도 <b>김진현</b> 복지건강국장은 &quot;오는 3일 대학수능시험에 모든 수험생이 안전한 환경에서 수능시험을 볼 수 있도록 철저한 사회적 거리두기 실천과 기본방역수칙 준수해야 한다&quot;고 말했다. 한편 국내 코로나19... ,,2020-12-02 11:26:00
822,"대구 신규 확진 4명, 경북 5명…소규모 집단감염 이어져(종합)",<b>김진현</b> 경북도 복지건강국장은 “대학수능시험을 앞두고 모든 수험생들이 안전한 환경에서 시험을 볼 수 있도록 방역에 만전을 기하고 있다”면서 “도민들께서도 철저한 사회적 거리두기 실천과 기본방역수칙을... ,,2020-12-02 10:50:00
823,경북서만 누적 18명…경산 A음대 관련 코로나 확산 지속,<b>김진현</b> 경상북도 복지건강국장은 “3일 수능시험에 모든 수험생이 안전한 환경에서 시험을 볼 수 있도록 도민들의 철저한 사회적 거리두기 실천과 기본방역수칙 준수가 필요한 시기”라고 말했다. 안동=김윤호 기자,,2020-12-02 10:09:00
824,경북 경주·김천 등지서 5명 추가 확진,해외 유입 1명은 지난달 29일 유럽에서 입국한 뒤 보건소 선별진료소 검사에서 확진됐다 <b>김진현</b> 경북도 복지건강국장은 &quot;3일 치르는 대학수학능력시험에서 수험생이 안정한 환경에서 시험을 볼 수 있도록 사회적... ,,2020-12-02 09:51:00
825,"경북지역 코로나19, 경산 국악수업 發 등 5명 추가 감염",<b>김진현</b> 경북도 복지건강국장은 “대학수능시험을 앞두고 모든 수험생들이 안전한 환경에서 시험을 볼 수 있도록 방역에 만전을 기하고 있다”면서 “도민들께서도 철저한 사회적 거리두기 실천과 기본방역수칙을... ,,2020-12-02 09:20:00
826,"경북서 김천 PC방, 영남대 수업發 누적 확진 38명","<b>김진현</b> 경북도 복지건강국장은 “하루 앞으로 다가온 수능에서 모든 수험생이 안전하게 시험을 볼 수 있도록 방역당국이 최선을 다할 것이며, 도민들께서도 방역수칙을 준수해주시길 당부드린다”고 했다. [ ]",,2020-12-02 08:55:00
827,영남대 국악수업 관련 '확진자' 닷새 만에 18명 … 경주에서 집중 발생,<b>김진현</b> 경북도 복지건강국장은 &quot;3일 대학수능시험에 모든 수험생이 안전한 환경에서 수능시험을 볼 수 있도록 도민들의 철저한 사회적 거리두기 실천과 기본방역수칙을 준수해달라&quot;고 호소했다. 영남취재본부,,2020-12-02 08:49:00
828,2일 0시 경북도내 코로나19 확진 5명 신규 발생,<b>김진현</b> 경상북도 복지건강국장은 “12월 3일 대학수능시험에 모든 수험생이 안전한 환경에서 수능시험을 볼 수 있도록 도민들의 철저한 사회적 거리두기 실천과 기본방역수칙 준수”를 당부했다. 뉴데일리 강승탁,,2020-12-02 08:48:00
829,"경북도내, '코로나19' 확진자 5명(국내 4 해외 1) 늘어",<b>김진현</b> 도 복지건강국장은 &quot;오는 3일 대학수능시험에 모든 수험생이 안전한 환경에서 수능시험을 볼 수 있도록 도민들의 철저한 사회적 거리두기 실천과 기본방역수칙 준수가 필수&quot;라고 당부했다.,,2020-12-02 08:47:00
830,경주·김천·문경·구미서 5명 확진…국악수업·PC방·김장모임 연관,<b>김진현</b> 경북도 복지건강국장은 &quot;3일로 예정된 대학수능시험에서 모든 수험생이 안전한 환경에서 수능시험을 볼 수 있도록 도민들의 철저한 사회적 거리두기 실천과 기본방역수칙을 준수해줄 것&quot;을 당부했다.,,2020-12-02 08:43:00
831,경북 확진자 5명 추가…영남대 음대발 연쇄 감염 지속,<b>김진현</b> 경북도 복지보건국장은 &quot;수험생이 안전한 환경에서 수능에 응시할 수 있도록 도민들이 사회적 거리두기를 철저히 실천하고 기본방역수칙을 지켜달라&quot;고 말했다. haru@yna.co.kr ▶[팩트체크]한국 코로나 검사... ,,2020-12-02 08:25:00
832,"DGB금융그룹, ‘제12회 전국 초·중·고 NIE 에너지 일기 공모전’ 시상","또 은상(DGB금융그룹회장상)은 <b>김진현</b> 군(구미송정초 6) 외 4명, 동상은 심화영 양(서인천고 3) 외 11명, 장려상은 이태윤 군(대구강동초 4) 외 24명, 실천상은 최재민 군(가동초 6) 외 4명이 수상했다. 단체상... ",,2020-12-01 14:10:00
833,"분양협회, 총회 열고 정부에 교육위탁기관 지정 촉구","신규 이사로 김국진 국진하우징 대표, 김선관 삼일산업 대표, <b>김진현</b> 더감 대표,손병석 비에스글로벌 대표, 심현태 임비앤홀딩스 대표, 윤점식 한아름 대표, 이월무 미드미네트웍스 대표,장영호 CLK 대표, 조정훈... ",,2020-12-01 11:24:00
834,대구 '경북 신규 확진자 22명…대구 32일 만에 두 자릿수(종합),<b>김진현</b> 경북도 복지건강국장은 “오늘부터 사회적 거리두기 1.5단계가 실시된다”면서 “코로나19의 지역사회 전파를 적극 차단하기 위한 조치인 만큼 불편하더라도 마스크 착용 등 개인 방역수칙을 준수할 것”을... ,,2020-12-01 10:43:00
835,"목포 한빛초등학교, 사랑의 김장김치 나눔 행사","<b>김진현</b> 신흥동장은&quot;교육의 현장에서 지역사회의 어려운 이웃을 위한 나눔에 동참해준 것에 감사드리며, 겨울철 어려움을 겪는 어르신들께 잘 전달하겠다&quot;고 감사의 인사를 전했다.  ",,2020-12-01 10:21:00
836,경북 코로나 서울강사發 확진자 7명 등 11명 추가..누적 1673명,<b>김진현</b> 경북도 복지건강국장은 “오늘부터 사회적 거리두기 1.5단계가 실시된다”면서 “코로나19의 지역사회 전파를 적극 차단하기 위한 조치인 만큼 불편하더라도 마스크 착용 등 개인 방역수칙을 준수할 것”... ,,2020-12-01 09:40:00
837,"경북도, '코로나19' 신규확진 11명... 누적확진 총 1673명","<b>김진현</b> 경상북도 복지건강국장은 &quot;12월1일부터 사회적 거리두기가 1.5단계로 상향 된다&quot;며, &quot;나와 가족, 지인의 건강을 위해 기본방역수칙을 철저히 준수해 달라&quot;고 당부했다. 민영뉴스통신사 국제뉴스",,2020-12-01 09:36:00
838,"경북도내, 코로나19 국내감염 4명 신규 발생","<b>김진현</b> 경북도 복지건강국장은“12월 1일부터 사회적 거리두기가 1.5단계로 상향 된다”면서, “나와 가족, 지인의 건강을 위해 철저한 기본방역수칙 준수”를 당부했다.",,2020-12-01 09:26:00
839,“코로나 이후 민세의 ‘다사리 정신’ 빛 발할 것”,"참석자는 민세안재홍선생기념사업회의 강지원 회장, <b>김진현</b> 명예회장, 서경덕·김향순 부회장, 손봉호 민세상 심사위원장, 이진한 심사위원(고려대 한국사학과 교수), 손열 동아시아연구원장, 전재성 서울대 교수, 이상철... ",,2020-12-01 03:06:00
840,대구와 경북도 1.5단계로 격상,◀ＩＮＴ▶<b>김진현</b> 보건건강국장/경상북도 &quot;포항이라든가 영양 같은 경우에는 사정이 많이 다릅니다. 필요한 부분의 정밀 방역에 대해서는 시·군별로 자율성을 가지고 강화하도록 추진하 고 있습니다.&quot; S/U) 마스크... ,,2020-12-01 00:02:00
841,"DGB금융그룹, 전국 초중고 NIE 에너지 일기 공모전 시상","은상(DGB금융그룹회장상)은 <b>김진현</b> 군(구미송정초 6) 외 4명, 동상은 심화영 양(서인천고 3) 외 11명, 장려상은 이태윤 군(대구강동초 4) 외 24명, 실천상은 최재민 군(가동초 6) 외 4명이 수상했다. 단체상... ",,2020-11-30 22:05:00
842,R]대구와 경북도 1.5단계로 격상,◀ＩＮＴ▶<b>김진현</b> 보건건강국장/경상북도 &quot;포항이라던가 영양 같은 경우에는 사정이 매우 다릅니다. 필요한 부분의 정밀 방역에 대해서는 시·군별로 자율성을 가지고 강화하도록 추진하고 있습니다.&quot; S/U) 마스크... ,,2020-11-30 21:37:00
843,R]대구와 경북도 1.5단계로 격상,◀ＩＮＴ▶<b>김진현</b> 보건건강국장/경상북도 &quot;포항이라던가 영양 같은 경우에는 사정이 매우 다릅니다. 필요한 부분의 정밀 방역에 대해서는 시·군별로 자율성을 가지고 강화하도록 추진하고 있습니다.&quot; S/U) 마스크... ,,2020-11-30 21:00:00
844,"목포 한빛초, 소외계층 김치 나눔 행사","<b>김진현</b> 신흥동장은 “교육의 현장에서 지역사회의 어려운 이웃을 위한 나눔에 동참해준 것에 감사드리며, 겨울철 어려움을 겪는 어르신들께 잘 전달하겠다”고 감사의 인사를 전했다. /목포= 목포=",,2020-11-30 19:50:00
845,"DGB금융그룹, 제12회 초·중·고 NIE 에너지 일기 공모전 개최","은상인 DGB금융그룹회장상은 <b>김진현</b>군(구미송정초 6학년) 외 4명, 동상은 심화영양(서인천고 3학년) 외 11명, 장려상은 이태윤군(대구강동초 4학년) 외 24명, 실천상은 최재민군(가동초 6학년) 외 4명이 수상했다.... ",,2020-11-30 16:47:00
846,"DGB금융그룹, 2020 제12회 전국 초·중·고 NIE 에너지 일기 공모전 시상식","은상(DGB금융그룹회장상)은 <b>김진현</b> 군(구미송정초 6) 외 4명, 동상은 심화영 양(서인천고 3) 외 11명, 장려상은 이태윤 군(대구강동초 4) 외 24명, 실천상은 최재민 군(가동초 6) 외 4명이 수상했다. 단체상... ",,2020-11-30 16:28:00
847,"DGB금융그룹, 전국 초·중·고 NIE 에너지 일기 공모전 시상식","은상(DGB금융그룹회장상)은 <b>김진현</b> 군(구미송정초 6) 외 4명, 동상은 심화영 양(서인천고 3) 외 11명, 장려상은 이태윤 군(대구강동초 4) 외 24명, 실천상은 최재민 군(가동초 6) 외 4명이 수상했다. 단체상... ",,2020-11-30 16:21:00
848,<b>김진현</b> 2년 연속 J1리그 최다 무실점 가능성,매경닷컴 MK스포츠 박찬형 기자 전 국가대표 골키퍼 <b>김진현</b>(33·세레소 오사카)이 일본프로축구 1부리그... 요코하마는 11차례 슛을 했으나 세레소 골문을 지키는 <b>김진현</b>을 뚫지 못했다. 이번 시즌 <b>김진현</b>은... ,,2020-11-30 13:37:00
849,"경북도, '코로나19' 신규확진 4명... 누적확진 총 1662명","<b>김진현</b> 경상북도 복지건강국장은 &quot;12월1일부터 사회적 거리두기가 1.5단계로 상향 된다&quot;며, &quot;나와 가족, 지인의 건강을 위해 기본방역수칙을 철저히 준수해 달라&quot;고 당부했다. 민영뉴스통신사 국제뉴스",,2020-11-30 13:22:00
850,"목포 한빛초등학교, 사랑의 김장김치 나눔 행사","<b>김진현</b> 신흥동장은&quot;교육의 현장에서 지역사회의 어려운 이웃을 위한 나눔에 동참해준 것에 감사드리며, 겨울철 어려움을 겪는 어르신들께 잘 전달하겠다.&quot;고 감사의 인사를 전했다.",,2020-11-30 12:56:00
851,경북 코로나19 확진자 4명 신규 발생,"<b>김진현</b> 경북도 복지건강국장은 &quot;다음달 1일부터 사회적 거리두기가 1.5단계로 상향 된다&quot;며 &quot;나와 가족, 지인의 건강을 위해 철저한 기본방역수칙 준수해 줄 것&quot;을 당부했다. 경북도에 따르면 11월 30일 0시 기준... ",,2020-11-30 12:52:00
852,"목포 한빛초등학교, 사랑의 김장김치 나눔 행사","<b>김진현</b> 신흥동장은 “교육의 현장에서 지역사회의 어려운 이웃을 위한 나눔에 동참해준 것에 감사드리며, 겨울철 어려움을 겪는 어르신들께 잘 전달하겠다”고 감사의 인사를 전했다. 호남취재본부",,2020-11-30 10:59:00
853,대구 '경북 신규 확진 8명…내일부터 1.5단계 격상(종합),"<b>김진현</b> 경북도 복지건강국장은 “다음달 1일부터 사회적 거리두기가 1.5단계로 상향 된다”면서 “나와 가족, 지인의 건강을 위해 기본방역수칙을 철저하게 지킬 것”을 당부했다.",,2020-11-30 10:48:00
854,"&quot;간호사 유연근무제, 노동환경 개선책 못 돼&quot;",토론회 발제를 받은 <b>김진현</b> 서울대 간호학과 교수는 △단축시간제 △휴일전담제 △2교대제 △고정근무제 △재량근무제 등 다양한 근무형태를 의료현장에 도입해야 한다고 주장했다. 이후 보건복지부는 의약단체들과... ,,2020-11-30 10:40:00
855,[코로나19] 경북 영덕·청도·경주 4명 확진···전국 438명 감염,"<b>김진현</b> 경북도 복지건강국장은 &quot;다음달 1일부터 사회적 거리두기가 1.5단계로 상향 된다&quot;면서 &quot;나와 가족, 지인의 건강을 위해 철저한 기본방역수칙 준수할 것&quot;을 부탁했다. 한편 국내 코로나19 신규 확진자는... ",,2020-11-30 10:34:00
856,"경북도, 코로나19 '영덕·경산·청도' 확진자 4명 이어져","<b>김진현</b> 경상북도 복지건강국장은 “12월 1일부터 사회적 거리두기가 1.5단계로 상향 된다”면서, “나와 가족, 지인의 건강을 위해 철저한 기본방역수칙 준수”를 당부했다.",,2020-11-30 10:16:00
857,경북 확진자 4명 추가…영덕 2명·경주1명·청도1명,"<b>김진현</b> 경상북도 복지건강국장은 &quot;12월 1일부터 사회적 거리두기가 1.5단계로 상향 된다&quot;면서 &quot;나와 가족, 지인의 건강을 위해 철저한 기본방역수칙 준수가 필요하다&quot;고 강조했다. ▶ 코로나19 대유행 관련기사 모음",,2020-11-30 10:08:00
858,"경북도내, 코로나19 국내감염 4명 신규 발생","청도군은 접촉자에 대한 자가격리 조치 및 진단검사를 의뢰했으며, 검사결과에 따라 추가 조치 할 계획이다.<b>김진현</b> 경상북도 복지건강국장은 &quot;12월 1일부터 사회적 거리두기가 1.5단계로 상향 된다&quot;면서, &quot;나와 가족... ",,2020-11-30 09:22:00
859,"경북도내, '코로나19' 국내감염 4명 신규 발생","<b>김진현</b> 도 복지건강국장은 &quot;12월 1일부터 사회적 거리두기가 1.5단계로 상향 된다&quot;면서 &quot;나와 가족, 지인의 건강을 위해 철저한 기본방역수칙 준수하기 바란다&quot;고 당부했다.",,2020-11-30 09:04:00
860,경북 코로나19 신규확진 4명..누적1662명,"<b>김진현</b> 경북도 복지건강국장은 “12월 1일부터 사회적 거리두기가 1.5단계로 상향 된다”면서 “나와 가족, 지인의 건강을 위해 기본방역수칙을 철저하게 지킬 것”을 당부했다. 한편, 경북지역의 완치자는 이날... ",,2020-11-30 08:56:00
861,"영남대 관련 확진자 경주에서 1명 추가 … 경북, 4명 신규 확진","<b>김진현</b> 경북도 복지건강국장은 &quot;12월1일부터 사회적 거리두기가 1.5단계로 상향된다&quot;면서 &quot;나와 가족, 지인의 건강을 위해 철저한 기본방역수칙 준수해 달라&quot;고 당부했다. 영남취재본부",,2020-11-30 08:56:00
862,경북지역 30일 0시 현재 코로나19 확진자 4명 발생,"<b>김진현</b> 경상북도 복지건강국장은 “12월 1일부터 사회적 거리두기가 1.5단계로 상향 된다”며 “나와 가족, 지인의 건강을 위해 철저한 기본방역수칙 준수”를 당부했다. 뉴데일리 강승탁",,2020-11-30 08:50:00
863,경북도내 코로나19 국내감염 4명 신규 발생,"청도군은 접촉자에 대한 자가격리 조치 및 진단검사를 의뢰했으며 검사결과에 따라 추가 조치할 계획이다.<b>김진현</b> 도 복지건강국장은 “1일부터 사회적 거리두기가 1.5단계로 상향된다”며 “나와 가족, 지인의 건강을... ",,2020-11-30 08:49:00
864,영덕·경주·청도서 4명 추가 확진...2명은 자가격리 중 '양성',"청도군의 누적 확진자는 155명으로 증가했다. <b>김진현</b> 경북도 복지건강국장은 &quot;12월 1일부터 사회적 거리두기가 1.5단계로 상향된다&quot;며 &quot;나와 가족, 지인의 건강을 위해 기본 방역수칙을 철저하게 지켜줄 것&quot;을 당부했다.",,2020-11-30 08:38:00
865,"대구·경북, 사회적 거리두기 1.5단계로 상향","[<b>김진현</b>/경상북도 복지건강국장 : &quot;시장, 군수님이 지역 실정에 맞춰서 하면 됩니다. 포항에 적용되는 규정을 가져다가 울릉도라든가 영덕이라든가 이렇게 적용시키는건 조금 가혹한 측면이 있습니다.&quot;] 대구시는 그... ",,2020-11-30 08:35:00
866,경북 11명 추가 확진…보름새 104명 ‘껑충’,"<b>김진현</b> 경북도 복지건강국장은 “이번 코로나19 3차 대유행은 지난 1~2차 대유행 사례와 달리 일상속의 감염이 주를 이루고 있다”면서 “불요불급한 외출과 모임, 이동과 만남 등을 자제하고 기침, 발열 등 증상이... ",,2020-11-29 22:05:00
867,"대구·경북, 사회적 거리두기 1.5단계로 상향","[<b>김진현</b>/경상북도 복지건강국장 : &quot;시장, 군수님이 지역 실정에 맞춰서 하면 됩니다. 포항에 적용되는 규정을 가져다가 울릉도라든가 영덕이라든가 이렇게 적용시키는건 조금 가혹한 측면이 있습니다.&quot;] 대구시는 그... ",,2020-11-29 21:53:00
868,경북 코로나19 확진자 11명 발생(11월29일 0시),"<b>김진현</b> 경북도 복지건강국장은&quot;이번 코로나19 3차 대유행은 지난 1~2차 대유행 사례와 달리 일상속의 감염이 주를 이루고 이어, 불요불급한 외출과 모임, 이동과 만남 등을 자제하시고 기침, 발열 등 증상이 있으면... ",,2020-11-29 18:49:00
869,"경북도, '코로나19' 신규확진 11명... 누적확진 총 1658명","<b>김진현</b> 경북도 복지건강국장은 &quot;일상 속에서 '코로나19' 감염이 확산되고 있다&quot;며, &quot;가능하면 집에 머무르기, 아프면 쉬기, 마스크 착용 등 방역수칙을 준수해 달라&quot;고 당부했다. 민영뉴스통신사 국제뉴스",,2020-11-29 17:07:00
870,경북 신규 확진 11명 추가…영남대 음대 관련 확산 늘어,<b>김진현</b> 경북도 복지건강국장은 “코로나19 3차 대유행은 일상 속 감염 사례가 주를 이루고 있다&quot;며 &quot;불필요한 외출과 모임 등을 자제해주길 당부한다”고 말했다. 대구에서는 이날 코로나19 신규 확진자가 3명(지역... ,,2020-11-29 14:56:00
871,경북지역 확진자 11명 증가…경주 6명·포항3명·영덕1명,따라 경북지역의 코로나19 전체 확진자는 1658명으로 증가했다. <b>김진현</b> 경북도 복지건강국장은 &quot;코로나19 3차 대유행은 일상 속 감염으로 확산되고 있다&quot;면서 &quot;불필요한 외출과 모임 등을 자제해주길 당부드린다&quot;고 말했다.,,2020-11-29 14:19:00
872,경북서 11명 신규 확진…대구 3명 추가,<b>김진현</b> 경북도 복지건강국장은 “코로나19 3차 대유행은 일상 속 감염이 주를 이루고 있다”며 “불필요한 외출과 모임 등을 자제해 주기를 바란다”고 말했다. 한편 이날 대구에서는 확진자와 접촉해 감염된 수성구... ,,2020-11-29 12:51:00
873,경북 코로나19 신규 확진 11명…영남대 음대발 확산 늘어,<b>김진현</b> 경북도 복지건강국장은 “코로나19 3차 대유행은 일상 속 감염으로 확산되고 있다”면서 “불필요한 외출과 모임 등을 자제해주길 당부한다”고 말했다. 한편 대구에서는 이날 코로나19 신규 확진자가 3명... ,,2020-11-29 11:47:00
874,"함양군, 2020년 친절공무원 콘테스트 개최","이날 병곡면 <b>김진현</b> 주무관이 '얼굴표정으로 말하는 친절' 이라는 주제로 최우수상을 수상했으며, 건설교통과 박용진 주무관이 우수상, 일자리경제과 정예림 주무관·함양읍 정명균 주무관이 장려상을 수상했다. 이번... ",,2020-11-29 11:34:00
875,대구·경북 하루 새 14명 추가…영남대 음대 관련 6명 '확진'(종합),"<b>김진현</b> 경북도 복지건강국장은 “이번 코로나19 3차 대유행은 지난 1~2차 대유행 사례와 달리 일상속의 감염이 주를 이루고 있다”면서 “불요불급한 외출과 모임, 이동과 만남 등을 자제하고 기침, 발열 등 증상이... ",,2020-11-29 11:15:00
876,코로나19 신규 확진 경북 11명…1주일여 만에 두 자릿수,<b>김진현</b> 경북도 복지건강국장은 &quot;코로나19 3차 대유행은 일상 속 감염 사례가 주를 이루고 있다&quot;며 &quot;불필요한 외출과 모임 등을 자제해주길 당부한다&quot;고 말했다. 이날 대구에서는 코로나19 신규 확진자가 3명(지역 감염... ,,2020-11-29 10:38:00
877,영남대 음대 관련 6명 경주에서 추가 확진 … 경북 곳곳서 11명 감염,"<b>김진현</b> 경북도 복지건강국장은 &quot;이번 코로나19 3차 대유행은 지난 1~2차 대유행 사례와 달리 일상속의 감염이 주를 이루고 있다&quot;면서 &quot;불요불급한 외출과 모임, 이동과 만남 등을 자제하시고 기침, 발열 등 증상이 있으면... ",,2020-11-29 10:22:00
878,경북지역 확진자 밤사이 11명 추가..최근 보름만에 104명 증가,"<b>김진현</b> 경북도 복지건강국장은 “이번 코로나19 3차 대유행은 지난 1~2차 대유행 사례와 달리 일상속의 감염이 주를 이루고 있다”면서 “불요불급한 외출과 모임, 이동과 만남 등을 자제하고 기침, 발열 등 증상이... ",,2020-11-29 10:19:00
879,경주·경산·포항·영덕서 밤사이 11명 무더기 확진...경주 6명,"<b>김진현</b> 경북도 복지건강국장은 &quot;이번 코로나19 3차 대유행은 지난 1~2차 대유행 사례와 달리 일상 속의 감염이 주를 이루고 있다&quot;며 &quot;불요불급한 외출과 모임, 이동과 만남 등을 자제하고 기침, 발열 등 증상이 있으면... ",,2020-11-29 10:12:00
880,"경북도 확진자 11명 발생, 모두 `n차 감염` 비상...경주 6·포항 3·경산·영...",누적 사망자는 61명이고 누적 회복자는 전날 5명이 늘어 1506명이다.<b>김진현</b> 경북도 복지건강국장은 &quot;코로나19 3차 대유행이 지난 1~2차 대유행 때와 달리 주로 일상 속 감염으로 나타나고 있다&quot;며 &quot;불필요한... ,,2020-11-29 09:52:00
881,"경북도내, 28일 코로나19 국내감염 11명 신규 발생","완료했다.<b>김진현</b> 경상북도 복지건강국장은 &quot;이번 코로나19 3차 대유행은 지난 1~2차 대유행 사례와 달리 일상속의 감염이 주를 이루고 이어, 불요불급한 외출과 모임, 이동과 만남 등을 자제하시고 기침, 발열 등 증상이... ",,2020-11-29 09:50:00
882,[속보] 경북 4개 시·군서 신규 확진자 11명 발생…누적 1658명,"<b>김진현</b> 경북도 복지건강국장은 &quot;코로나19 3차 대유행이 지난 1~2차 대유행 때와 달리 주로 일상 속 감염으로 나타나고 있다&quot;며 &quot;불필요한 외출이나 모임, 이동과 만남을 자제하고 기침, 발열 등 증상이 있으며 신속히... ",,2020-11-29 09:27:00
883,"코로나에 한파까지, 개인 방역 절실","{<b>김진현</b>/김해축협 컨설턴트/겨울에 날씨가 추워지면 소도 에너지를 많이 소비하기 때문에 에너지 제제를 사료에 가미하였고 특히 호흡기나 설사가 많이 생겨서 폐사율이 높은 시기입니다. 보온과 에너지, 영양에 신경을... ",,2020-11-27 21:01:00
884,경북 3명 코로나19 신규확진…울진 2명·구미 1명,"<b>김진현</b> 경북도 복지건강국장은 &quot;3차 유행이 규모와 속도를 더해가고 있어 당분간 외출과 모임 등을 자제하고 기침, 발열 등 증상이 있으면 선별진료소에서 검사를 받아야 한다&quot;며 개인 방역을 당부했다.",,2020-11-27 18:53:00
885,"경북도내 코로나19 확진, 국내감염 3명 신규 발생","<b>김진현</b> 경북도 복지건강국장은 “코로나19 3차 유행이 그 규모와 속도를 더해가고 있어 당분간 불요불급한 외출과 모임, 이동과 만남 등을 자제하시고 기침, 발열 등 증상이 있으면 선별진료소에서 검사”를 당부했다.",,2020-11-27 16:48:00
886,"함양군, 2020년 친절공무원 콘테스트 개최","이날 병곡면 <b>김진현</b> 주무관이 '얼굴표정으로 말하는 친절'이라는 주제로 최우수상을 수상했으며, 건설교통과 박용진 주무관이 우수상, 일자리경제과 정예림 주무관·함양읍 정명균 주무관이 장려상을 수상했다. 군... ",,2020-11-27 16:02:00
887,취약계층에 따뜻한 겨울나기 물품 비대면 지원,"다산행정복지센터 <b>김진현</b> 센터장은 &quot;코로나19가 재확산 되면서 행사가 전면 비대면으로 진행됨에도 불구하고, 지역의 소외된 이웃을 위해 묵묵히 봉사하시는 협의체 위원들에게 깊이 감사드린다.&quot;며, &quot;위원들 간... ",,2020-11-27 14:36:00
888,경북도 감염병관리과 신설 왜 하필 지금?,<b>김진현</b> 도 보건복지국장은 &quot;정원 배정이 늦어져 조직개편이 지연됐으며 직원들의 피로도가 누적돼 가능한 빠른 시일안에 조직개편을 단행하고 차후 운영과정에 부족한 점을 보완할 방침&quot;이라고 말했다.,,2020-11-27 12:54:00
889,[코로나19] 경북 울진·구미 3명 확진…전국 569명 감염,"<b>김진현</b> 경북도 복지건강국장은 &quot;코로나19 3차 유행이 그 규모와 속도를 더해가고 있어 당분간 불요불급한 외출과 모임, 이동과 만남 등을 자제하고 기침, 발열 등 증상이 있으면 선별진료소에서 검사를 받을 것... ",,2020-11-27 11:40:00
890,대구 17개 시 '도 중 유일하게 확진자 ‘0’…경북 3명(종합),"<b>김진현</b> 경북도 복지건강국장은 “3차 유행이 규모와 속도를 더해가고 있어 당분간 외출과 모임 등을 자제하고 기침, 발열 등 증상이 있으면 선별진료소에서 검사를 받을 것”을 당부했다.",,2020-11-27 11:04:00
891,"함양군, 2020년 친절공무원 콘테스트 개최","이날 병곡면 <b>김진현</b> 주무관이 '얼굴표정으로 말하는 친절' 이라는 주제로 최우수상을 수상했으며, 건설교통과 박용진 주무관이 우수상, 일자리경제과 정예림 주무관·함양읍 정명균 주무관이 장려상을 수상했다. 이번... ",,2020-11-27 10:19:00
892,"울진·구미서 지역감염 3명 추가 확진...울진, 감염원 확인 중","<b>김진현</b> 경북도 복지건강국장은 &quot;3차 유행이 그 규모와 속도를 더해가고 있어 당분간 불요불급한 외출과 모임, 이동과 만남 등을 자제하고 기침, 발열 등 증상이 있으면 선별진료소에서 즉시 검사를 받을 것&quot;을... ",,2020-11-27 09:41:00
893,"경북도, '코로나19' 울진 2명 등 3 추가 발생...추가 확진자 나올 가능성 높아","<b>김진현</b> 경상북도 복지건강국장은 “코로나19 3차 유행이 그 규모와 속도를 더해가고 있어 당분간 불요불급한 외출과 모임, 이동과 만남 등을 자제하시고 기침, 발열 등 증상이 있으면 선별진료소에서 검사를 받아야... ",,2020-11-27 09:35:00
894,경북 코로나19 확진자 3명 추가…울진 2명·구미 1명,"<b>김진현</b> 경상북도 복지건강국장은 &quot;코로나19 3차 유행이 규모와 속도를 더해가고 있어 당분간 불요불급한 외출과 모임, 이동과 만남 등을 자제하시고 기침, 발열 등 증상이 있으면 선별진료소에서 꼭 검사를 받아달라&quot;고... ",,2020-11-27 09:32:00
895,경북 코로나19 확진자 3명 신규 발생(11월 27일 자정),"<b>김진현</b> 경북도 복지건강국장은 &quot;코로나19 3차 유행이 그 규모와 속도를 더해가고 있어 당분간 불요불급한 외출과 모임, 이동과 만남 등을 자제하시고 기침, 발열 등 증상이 있으면 선별진료소에서 검사&quot;를 당부했다.... ",,2020-11-27 09:13:00
896,울릉조업 제주선원 관련 2명 추가 확진…경북 하루 새 '3명',"<b>김진현</b> 경북도 복지건강국장은 “3차 유행이 규모와 속도를 더해가고 있어 당분간 외출과 모임 등을 자제하고 기침, 발열 등 증상이 있으면 선별진료소에서 검사를 받을 것”을 당부했다.",,2020-11-27 08:49:00
897,경북 신규확진 3명…제주선원 접촉한 울진 주민 2명 등,"<b>김진현</b> 복지건강국장은 &quot;코로나19 3차 유행이 그 규모와 속도를 더해가고 있어 당분간 불요불급한 외출과 모임, 이동과 만남 등을 자제하시고 기침, 발열 등 증상이 있으면 선별진료소에서 검사를 받아달라&quot;고 당부했다.",,2020-11-27 08:35:00
